Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Income Group,TotalIncome,Risk Category
LP001846,Female,No,3,Graduate,No,3083,0,255,360,1,Rural,Approved,Medium,3083,Low Risk
LP001849,Male,No,0,Not Graduate,No,6045,0,115,360,0,Rural,Rejected,Medium,6045,High Risk
LP001854,Male,Yes,3,Graduate,No,5250,0,94,360,1,Urban,Rejected,Medium,5250,Low Risk
LP001859,Male,Yes,0,Graduate,No,14683,2100,304,360,1,Rural,Rejected,High,16783,Low Risk
LP001864,Male,Yes,3,Not Graduate,No,4931,0,128,360,1,Semiurban,Rejected,Medium,4931,Low Risk
LP001865,Male,Yes,1,Graduate,No,6083,4250,330,360,1,Urban,Approved,Medium,10333,Low Risk
LP001868,Male,No,0,Graduate,No,2060,2209,134,360,1,Semiurban,Approved,Low,4269,Low Risk
LP001870,Female,No,1,Graduate,No,3481,0,155,36,1,Semiurban,Rejected,Medium,3481,Low Risk
LP001871,Female,No,0,Graduate,No,7200,0,120,360,1,Rural,Approved,High,7200,Low Risk
LP001872,Male,No,0,Graduate,Yes,5166,0,128,360,1,Semiurban,Approved,Medium,5166,Low Risk
LP001875,Male,No,0,Graduate,No,4095,3447,151,360,1,Rural,Approved,Medium,7542,Low Risk
LP001877,Male,Yes,2,Graduate,No,4708,1387,150,360,1,Semiurban,Approved,Medium,6095,Low Risk
LP001882,Male,Yes,3,Graduate,No,4333,1811,160,360,0,Urban,Approved,Medium,6144,High Risk
LP001883,Female,No,0,Graduate,No,3418,0,135,360,1,Rural,Rejected,Medium,3418,Low Risk
LP001884,Female,No,1,Graduate,No,2876,1560,90,360,1,Urban,Approved,Low,4436,Low Risk
LP001888,Female,No,0,Graduate,No,3237,0,30,360,1,Urban,Approved,Medium,3237,Low Risk
LP001891,Male,Yes,0,Graduate,No,11146,0,136,360,1,Urban,Approved,High,11146,Low Risk
LP001892,Male,No,0,Graduate,No,2833,1857,126,360,1,Rural,Approved,Low,4690,Low Risk
LP001894,Male,Yes,0,Graduate,No,2620,2223,150,360,1,Semiurban,Approved,Low,4843,Low Risk
LP001896,Male,Yes,2,Graduate,No,3900,0,90,360,1,Semiurban,Approved,Medium,3900,Low Risk
LP001900,Male,Yes,1,Graduate,No,2750,1842,115,360,1,Semiurban,Approved,Low,4592,Low Risk
LP001903,Male,Yes,0,Graduate,No,3993,3274,207,360,1,Semiurban,Approved,Medium,7267,Low Risk
LP001904,Male,Yes,0,Graduate,No,3103,1300,80,360,1,Urban,Approved,Medium,4403,Low Risk
LP001907,Male,Yes,0,Graduate,No,14583,0,436,360,1,Semiurban,Approved,High,14583,Low Risk
LP001908,Female,Yes,0,Not Graduate,No,4100,0,124,360,1,Rural,Approved,Medium,4100,Low Risk
LP001910,Male,No,1,Not Graduate,Yes,4053,2426,158,360,0,Urban,Rejected,Medium,6479,High Risk
LP001914,Male,Yes,0,Graduate,No,3927,800,112,360,1,Semiurban,Approved,Medium,4727,Low Risk
LP001915,Male,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Urban,Approved,Low,3286.799988,Low Risk
LP001917,Female,No,0,Graduate,No,1811,1666,54,360,1,Urban,Approved,Low,3477,Low Risk
LP001922,Male,Yes,0,Graduate,No,20667,0,146,360,1,Rural,Rejected,High,20667,Low Risk
LP001924,Male,No,0,Graduate,No,3158,3053,89,360,1,Rural,Approved,Medium,6211,Low Risk
LP001925,Female,No,0,Graduate,Yes,2600,1717,99,300,1,Semiurban,Rejected,Low,4317,Low Risk
LP001926,Male,Yes,0,Graduate,No,3704,2000,120,360,1,Rural,Approved,Medium,5704,Low Risk
LP001931,Female,No,0,Graduate,No,4124,0,115,360,1,Semiurban,Approved,Medium,4124,Low Risk
LP001935,Male,No,0,Graduate,No,9508,0,187,360,1,Rural,Approved,High,9508,Low Risk
LP001936,Male,Yes,0,Graduate,No,3075,2416,139,360,1,Rural,Approved,Medium,5491,Low Risk
LP001938,Male,Yes,2,Graduate,No,4400,0,127,360,0,Semiurban,Rejected,Medium,4400,High Risk
LP001940,Male,Yes,2,Graduate,No,3153,1560,134,360,1,Urban,Approved,Medium,4713,Low Risk
LP001945,Female,No,0,Graduate,No,5417,0,143,480,0,Urban,Rejected,Medium,5417,High Risk
LP001947,Male,Yes,0,Graduate,No,2383,3334,172,360,1,Semiurban,Approved,Low,5717,Low Risk
LP001949,Male,Yes,3,Graduate,No,4416,1250,110,360,1,Urban,Approved,Medium,5666,Low Risk
LP001953,Male,Yes,1,Graduate,No,6875,0,200,360,1,Semiurban,Approved,Medium,6875,Low Risk
LP001954,Female,Yes,1,Graduate,No,4666,0,135,360,1,Urban,Approved,Medium,4666,Low Risk
LP001955,Female,No,0,Graduate,No,5000,2541,151,480,1,Rural,Rejected,Medium,7541,Low Risk
LP001963,Male,Yes,1,Graduate,No,2014,2925,113,360,1,Urban,Rejected,Low,4939,Low Risk
LP001964,Male,Yes,0,Not Graduate,No,1800,2934,93,360,0,Urban,Rejected,Low,4734,High Risk
LP001972,Male,Yes,0,Not Graduate,No,2875,1750,105,360,1,Semiurban,Approved,Low,4625,Low Risk
LP001974,Female,No,0,Graduate,No,5000,0,132,360,1,Rural,Approved,Medium,5000,Low Risk
LP001977,Male,Yes,1,Graduate,No,1625,1803,96,360,1,Urban,Approved,Low,3428,Low Risk
LP001978,Male,No,0,Graduate,No,4000,2500,140,360,1,Rural,Approved,Medium,6500,Low Risk
LP001990,Male,No,0,Not Graduate,No,2000,0,146,360,1,Urban,Rejected,Low,2000,Low Risk
LP001993,Female,No,0,Graduate,No,3762,1666,135,360,1,Rural,Approved,Medium,5428,Low Risk
LP001994,Female,No,0,Graduate,No,2400,1863,104,360,0,Urban,Rejected,Low,4263,High Risk
LP001996,Male,No,0,Graduate,No,20233,0,480,360,1,Rural,Rejected,High,20233,Low Risk
LP001998,Male,Yes,2,Not Graduate,No,7667,0,185,360,1,Rural,Approved,High,7667,Low Risk
LP002002,Female,No,0,Graduate,No,2917,0,84,360,1,Semiurban,Approved,Low,2917,Low Risk
LP002004,Male,No,0,Not Graduate,No,2927,2405,111,360,1,Semiurban,Approved,Low,5332,Low Risk
LP002006,Female,No,0,Graduate,No,2507,0,56,360,1,Rural,Approved,Low,2507,Low Risk
LP002008,Male,Yes,2,Graduate,Yes,5746,0,144,84,1,Rural,Approved,Medium,5746,Low Risk
LP002024,Male,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,Rejected,Low,4316,Low Risk
LP002031,Male,Yes,1,Not Graduate,No,3399,1640,111,180,1,Urban,Approved,Medium,5039,Low Risk
LP002035,Male,Yes,2,Graduate,No,3717,0,120,360,1,Semiurban,Approved,Medium,3717,Low Risk
LP002036,Male,Yes,0,Graduate,No,2058,2134,88,360,1,Urban,Approved,Low,4192,Low Risk
LP002043,Female,No,1,Graduate,No,3541,0,112,360,1,Semiurban,Approved,Medium,3541,Low Risk
LP002050,Male,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural,Rejected,High,10000,Low Risk
LP002051,Male,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,Approved,Low,4567,Low Risk
LP002053,Male,Yes,3,Graduate,No,4342,189,124,360,1,Semiurban,Approved,Medium,4531,Low Risk
LP002054,Male,Yes,2,Not Graduate,No,3601,1590,146,360,1,Rural,Approved,Medium,5191,Low Risk
LP002055,Female,No,0,Graduate,No,3166,2985,132,360,1,Rural,Approved,Medium,6151,Low Risk
LP002065,Male,Yes,3,Graduate,No,15000,0,300,360,1,Rural,Approved,High,15000,Low Risk
LP002067,Male,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural,Rejected,High,13649,High Risk
LP002068,Male,No,0,Graduate,No,4917,0,130,360,0,Rural,Approved,Medium,4917,High Risk
LP002082,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban,Approved,Medium,7978,Low Risk
LP002086,Female,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,Rejected,Medium,6784,Low Risk
LP002087,Female,No,0,Graduate,No,2500,0,67,360,1,Urban,Approved,Low,2500,Low Risk
LP002097,Male,No,1,Graduate,No,4384,1793,117,360,1,Urban,Approved,Medium,6177,Low Risk
LP002098,Male,No,0,Graduate,No,2935,0,98,360,1,Semiurban,Approved,Low,2935,Low Risk
LP002100,Male,No,0,Graduate,No,2833,0,71,360,1,Urban,Approved,Low,2833,Low Risk
LP002101,Male,Yes,0,Graduate,No,63337,0,490,180,1,Urban,Approved,High,63337,Low Risk
LP002103,Male,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban,Approved,High,11666,Low Risk
LP002106,Male,Yes,0,Graduate,Yes,5503,4490,70,360,1,Semiurban,Approved,Medium,9993,Low Risk
LP002110,Male,Yes,1,Graduate,No,5250,688,160,360,1,Rural,Approved,Medium,5938,Low Risk
LP002112,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,Approved,Low,7100,Low Risk
LP002113,Female,No,3,Not Graduate,No,1830,0,146,360,0,Urban,Rejected,Low,1830,High Risk
LP002114,Female,No,0,Graduate,No,4160,0,71,360,1,Semiurban,Approved,Medium,4160,Low Risk
LP002115,Male,Yes,3,Not Graduate,No,2647,1587,173,360,1,Rural,Rejected,Low,4234,Low Risk
LP002116,Female,No,0,Graduate,No,2378,0,46,360,1,Rural,Rejected,Low,2378,Low Risk
LP002119,Male,Yes,1,Not Graduate,No,4554,1229,158,360,1,Urban,Approved,Medium,5783,Low Risk
LP002126,Male,Yes,3,Not Graduate,No,3173,0,74,360,1,Semiurban,Approved,Medium,3173,Low Risk
LP002128,Male,Yes,2,Graduate,No,2583,2330,125,360,1,Rural,Approved,Low,4913,Low Risk
LP002129,Male,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,Approved,Low,4957,Low Risk
LP002130,Male,Yes,0,Not Graduate,No,3523,3230,152,360,0,Rural,Rejected,Medium,6753,High Risk
LP002131,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban,Approved,Medium,5251,Low Risk
LP002137,Male,Yes,0,Graduate,No,6333,4583,259,360,1,Semiurban,Approved,Medium,10916,Low Risk
LP002138,Male,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,Approved,Low,8875,Low Risk
LP002139,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,Approved,High,9083,Low Risk
LP002140,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural,Rejected,High,12917,Low Risk
LP002141,Male,Yes,3,Graduate,No,2666,2083,95,360,1,Rural,Approved,Low,4749,Low Risk
LP002142,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,Rejected,Medium,5500,High Risk
LP002143,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,Approved,Low,2928,Low Risk
LP002144,Female,No,0,Graduate,No,3813,0,116,180,1,Urban,Approved,Medium,3813,Low Risk
LP002149,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,Approved,High,11500,Low Risk
LP002151,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban,Rejected,Medium,3875,Low Risk
LP002158,Male,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,Rejected,Medium,4666,High Risk
LP002160,Male,Yes,3,Graduate,No,5167,3167,200,360,1,Semiurban,Approved,Medium,8334,Low Risk
LP002161,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban,Rejected,Medium,4723,Low Risk
LP002170,Male,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,Approved,Medium,8667,Low Risk
LP002175,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Approved,Medium,7083,Low Risk
LP002178,Male,Yes,0,Graduate,No,3013,3033,95,300,1,Urban,Approved,Medium,6046,Low Risk
LP002180,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural,Approved,Medium,6822,Low Risk
LP002181,Male,No,0,Not Graduate,No,6216,0,133,360,1,Rural,Rejected,Medium,6216,Low Risk
LP002187,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban,Rejected,Low,2500,Low Risk
LP002188,Male,No,0,Graduate,No,5124,0,124,360,0,Rural,Rejected,Medium,5124,High Risk
LP002190,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Approved,Medium,6325,Low Risk
LP002191,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,Rejected,High,24996,Low Risk
LP002194,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Approved,High,15759,Low Risk
LP002197,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Approved,Medium,5185,Low Risk
LP002201,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,Approved,High,17196,Low Risk
LP002205,Male,No,1,Graduate,No,3062,1987,111,180,0,Urban,Rejected,Medium,5049,High Risk
LP002209,Female,No,0,Graduate,No,2764,1459,110,360,1,Urban,Approved,Low,4223,Low Risk
LP002211,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban,Approved,Medium,5740,Low Risk
LP002219,Male,Yes,3,Graduate,No,8750,4996,130,360,1,Rural,Approved,High,13746,Low Risk
LP002223,Male,Yes,0,Graduate,No,4310,0,130,360,1,Semiurban,Approved,Medium,4310,Low Risk
LP002224,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,Rejected,Medium,3069,Low Risk
LP002225,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban,Approved,Medium,5391,Low Risk
LP002226,Male,Yes,0,Graduate,No,3333,2500,128,360,1,Semiurban,Approved,Medium,5833,Low Risk
LP002229,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Approved,Medium,10173,Low Risk
LP002231,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,Approved,Medium,6000,Low Risk
LP002234,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Approved,High,7167,Low Risk
LP002236,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban,Rejected,Medium,4566,Low Risk
LP002237,Male,No,1,Graduate,No,3667,0,113,180,1,Urban,Approved,Medium,3667,Low Risk
LP002239,Male,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,Approved,Low,3946,Low Risk
LP002243,Male,Yes,0,Not Graduate,No,3010,3136,146,360,0,Urban,Rejected,Medium,6146,High Risk
LP002244,Male,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,Approved,Low,4750,Low Risk
LP002250,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Approved,Medium,5488,Low Risk
LP002255,Male,No,3,Graduate,No,9167,0,185,360,1,Rural,Approved,High,9167,Low Risk
LP002262,Male,Yes,3,Graduate,No,9504,0,275,360,1,Rural,Approved,High,9504,Low Risk
LP002263,Male,Yes,0,Graduate,No,2583,2115,120,360,1,Urban,Approved,Low,4698,Low Risk
LP002265,Male,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,Approved,Low,3618,Low Risk
LP002266,Male,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,Approved,Medium,4500,Low Risk
LP002272,Male,Yes,2,Graduate,No,3276,484,135,360,1,Semiurban,Approved,Medium,3760,Low Risk
LP002277,Female,No,0,Graduate,No,3180,0,71,360,0,Urban,Rejected,Medium,3180,High Risk
LP002281,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,Approved,Medium,4492,Low Risk
LP002284,Male,No,0,Not Graduate,No,3902,1666,109,360,1,Rural,Approved,Medium,5568,Low Risk
LP002287,Female,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,Rejected,Low,3300,High Risk
LP002288,Male,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban,Rejected,Low,2889,High Risk
LP002296,Male,No,0,Not Graduate,No,2755,0,65,300,1,Rural,Rejected,Low,2755,Low Risk
LP002297,Male,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,Approved,Low,22500,Low Risk
LP002300,Female,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,Approved,Low,1963,Low Risk
LP002301,Female,No,0,Graduate,Yes,7441,0,194,360,1,Rural,Rejected,High,7441,Low Risk
LP002305,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban,Approved,Medium,4547,Low Risk
LP002308,Male,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,Approved,Low,4567,Low Risk
LP002314,Female,No,0,Not Graduate,No,2213,0,66,360,1,Rural,Approved,Low,2213,Low Risk
LP002315,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,Rejected,High,8300,High Risk
LP002317,Male,Yes,3,Graduate,No,81000,0,360,360,0,Rural,Rejected,High,81000,High Risk
LP002318,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,Rejected,Medium,3867,Low Risk
LP002319,Male,Yes,0,Graduate,No,6256,0,160,360,1,Urban,Approved,Medium,6256,Low Risk
LP002328,Male,Yes,0,Not Graduate,No,6096,0,218,360,0,Rural,Rejected,Medium,6096,High Risk
LP002332,Male,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,Approved,Low,4286,Low Risk
LP002335,Female,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,Rejected,Low,5386,High Risk
LP002337,Female,No,0,Graduate,No,2995,0,60,360,1,Urban,Approved,Low,2995,Low Risk
LP002341,Female,No,1,Graduate,No,2600,0,160,360,1,Urban,Rejected,Low,2600,Low Risk
LP002342,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,Rejected,Low,21600,Low Risk
LP002345,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Approved,Low,3798,Low Risk
LP002347,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Approved,Medium,4663,Low Risk
LP002348,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Approved,Medium,5829,Low Risk
LP002357,Female,No,0,Not Graduate,No,2720,0,80,360,0,Urban,Rejected,Low,2720,High Risk
LP002361,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,Approved,Low,3539,Low Risk
LP002362,Male,Yes,1,Graduate,No,7250,1667,110,360,0,Urban,Rejected,High,8917,High Risk
LP002364,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Approved,High,14880,Low Risk
LP002366,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Approved,Low,6966,Low Risk
LP002367,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural,Rejected,Medium,4606,Low Risk
LP002368,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Approved,Medium,5935,Low Risk
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Approved,Low,2936.120001,Low Risk
LP002370,Male,No,0,Not Graduate,No,2717,0,60,180,1,Urban,Approved,Low,2717,Low Risk
LP002377,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Approved,High,8624,Low Risk
LP002379,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,Rejected,Medium,6500,High Risk
LP002386,Male,No,0,Graduate,No,12876,0,405,360,1,Semiurban,Approved,High,12876,Low Risk
LP002387,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Approved,Low,4765,Low Risk
LP002390,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,Approved,Medium,3750,Low Risk
LP002393,Female,Yes,0,Graduate,No,10047,0,146,240,1,Semiurban,Approved,High,10047,Low Risk
LP002398,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Approved,Low,3777,Low Risk
LP002401,Male,Yes,0,Graduate,No,2213,1125,146,360,1,Urban,Approved,Low,3338,Low Risk
LP002403,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,Rejected,High,10416,High Risk
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Approved,High,7142,Low Risk
LP002408,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Approved,Medium,8724,Low Risk
LP002409,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Approved,High,9734,Low Risk
LP002418,Male,No,3,Not Graduate,No,4707,1993,148,360,1,Semiurban,Approved,Medium,6700,Low Risk
LP002422,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Approved,High,37719,Low Risk
LP002424,Male,Yes,0,Graduate,No,7333,8333,175,300,1,Rural,Approved,High,15666,Low Risk
LP002429,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Approved,Medium,4676,Low Risk
LP002434,Male,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Approved,Medium,4652,Low Risk
LP002435,Male,Yes,0,Graduate,No,3539,1376,55,360,1,Rural,Rejected,Medium,4915,Low Risk
LP002443,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,Rejected,Medium,5050,High Risk
LP002444,Male,No,1,Not Graduate,Yes,2769,1542,190,360,1,Semiurban,Rejected,Low,4311,Low Risk
LP002446,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,Rejected,Low,3564,High Risk
LP002447,Male,Yes,2,Not Graduate,No,1958,1456,60,300,1,Urban,Approved,Low,3414,Low Risk
LP002448,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,Rejected,Medium,5681,High Risk
LP002449,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Approved,Low,4949,High Risk
LP002453,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Approved,High,7085,Low Risk
LP002455,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Approved,Medium,3859,Low Risk
LP002459,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Approved,Medium,4301,Low Risk
LP002467,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,Rejected,Medium,6277,Low Risk
LP002472,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Approved,Medium,4354,Low Risk
LP002473,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,Rejected,High,8334,Low Risk
LP002478,Male,Yes,0,Graduate,Yes,2083,4083,160,360,1,Semiurban,Approved,Low,6166,Low Risk
LP002484,Male,Yes,3,Graduate,No,7740,0,128,180,1,Urban,Approved,High,7740,Low Risk
LP002487,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Approved,Medium,5203,Low Risk
LP002489,Female,No,1,Not Graduate,No,5191,0,132,360,1,Semiurban,Approved,Medium,5191,Low Risk
LP002493,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,Rejected,Medium,4166,High Risk
LP002494,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Approved,Medium,6000,Low Risk
LP002500,Male,Yes,3,Not Graduate,No,2947,1664,70,180,0,Urban,Rejected,Low,4611,High Risk
LP002501,Male,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Approved,High,16692,Low Risk
LP002502,Female,Yes,2,Not Graduate,No,210,2917,98,360,1,Semiurban,Approved,Low,3127,Low Risk
LP002505,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,Rejected,Medium,6784,Low Risk
LP002515,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Approved,Medium,5529,Low Risk
LP002517,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,Rejected,Low,4153,High Risk
LP002519,Male,Yes,3,Graduate,No,4691,0,100,360,1,Semiurban,Approved,Medium,4691,Low Risk
LP002522,Female,No,0,Graduate,Yes,2500,0,93,360,1,Urban,Approved,Low,2500,Low Risk
LP002524,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Approved,Medium,10180,Low Risk
LP002527,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Approved,High,17539,Low Risk
LP002529,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Approved,Medium,8450,Low Risk
LP002530,Male,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,Rejected,Low,4745,High Risk
LP002531,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Approved,High,18917,Low Risk
LP002533,Male,Yes,2,Graduate,No,2947,1603,146,360,1,Urban,Rejected,Low,4550,Low Risk
LP002534,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Approved,Medium,4350,Low Risk
LP002536,Male,Yes,3,Not Graduate,No,3095,0,113,360,1,Rural,Approved,Medium,3095,Low Risk
LP002537,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Approved,Low,5233,Low Risk
LP002541,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Approved,High,10833,Low Risk
LP002543,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Approved,High,8333,Low Risk
LP002544,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Approved,Low,4394,Low Risk
LP002545,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,Rejected,Medium,3547,High Risk
LP002547,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,Rejected,High,18333,Low Risk
LP002555,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,Approved,Medium,6666,Low Risk
LP002556,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,Rejected,Low,2435,Low Risk
LP002560,Male,No,0,Not Graduate,No,2699,2785,96,360,1,Semiurban,Approved,Low,5484,Low Risk
LP002562,Male,Yes,1,Not Graduate,No,5333,1131,186,360,1,Urban,Approved,Medium,6464,Low Risk
LP002571,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Approved,Medium,3691,Low Risk
LP002582,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Approved,High,17263,Low Risk
LP002585,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,Rejected,Medium,5754,High Risk
LP002586,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,Approved,Medium,4239,Low Risk
LP002587,Male,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,Approved,Low,4300,Low Risk
LP002588,Male,Yes,0,Graduate,No,4625,2857,111,12,1,Urban,Approved,Medium,7482,Low Risk
LP002600,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Approved,Low,2895,Low Risk
LP002602,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural,Rejected,Medium,10699,High Risk
LP002603,Female,No,0,Graduate,No,645,3683,113,480,1,Rural,Approved,Low,4328,Low Risk
LP002606,Female,No,0,Graduate,No,3159,0,100,360,1,Semiurban,Approved,Medium,3159,Low Risk
LP002615,Male,Yes,2,Graduate,No,4865,5624,208,360,1,Semiurban,Approved,Medium,10489,Low Risk
LP002618,Male,Yes,1,Not Graduate,No,4050,5302,138,360,1,Rural,Rejected,Medium,9352,Low Risk
LP002619,Male,Yes,0,Not Graduate,No,3814,1483,124,300,1,Semiurban,Approved,Medium,5297,Low Risk
LP002622,Male,Yes,2,Graduate,No,3510,4416,243,360,1,Rural,Approved,Medium,7926,Low Risk
LP002624,Male,Yes,0,Graduate,No,20833,6667,480,360,1,Urban,Approved,High,27500,Low Risk
LP002625,Male,No,0,Graduate,No,3583,0,96,360,1,Urban,Rejected,Medium,3583,Low Risk
LP002626,Male,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,Approved,Low,5492,Low Risk
LP002634,Female,No,1,Graduate,No,13262,0,40,360,1,Urban,Approved,High,13262,Low Risk
LP002637,Male,No,0,Not Graduate,No,3598,1287,100,360,1,Rural,Rejected,Medium,4885,Low Risk
LP002640,Male,Yes,1,Graduate,No,6065,2004,250,360,1,Semiurban,Approved,Medium,8069,Low Risk
LP002643,Male,Yes,2,Graduate,No,3283,2035,148,360,1,Urban,Approved,Medium,5318,Low Risk
LP002648,Male,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurban,Rejected,Low,8796,Low Risk
